term1,term2,score
gerbil,frog,0.5714285714285714
atherosclerosis,pancreatitis,0.5714285714285714
human-associated,human,0.5714285714285714
asthma,diabetes mellitus,0.5714285714285714
autoimmunity,cancer,0.5692307692307692
cytokines,immunization,0.5692307692307692
vegetation,tree,0.5692307692307692
sand,ground,0.5692307692307692
kidney,urogenital,0.5686274509803921
rectum,vulva,0.5686274509803921
bronch,pharynx,0.5686274509803921
neomycin-treated,vancomycin,0.5686274509803921
gout,sclerosis,0.5686274509803921
pathobiome,virome,0.5686274509803921
meat,bean,0.5686274509803921
obesity,high-risk,0.5686274509803921
glycans,collagen,0.5686274509803921
autoimmunity,neuropathy,0.5686274509803921
immunocompromised,anorexia nervosa,0.5686274509803921
mucosa,endometrium,0.5686274509803921
chimp,rhesus,0.5686274509803921
cesarean,pregnancy,0.5686274509803921
necrosis,ischemic,0.5686274509803921
mycobiome,gut-microbiota,0.5686274509803921
rural,plantation,0.5686274509803921
dysbiotic,gut-microbiota,0.5686274509803921
breeders,puppies,0.5686274509803921
restoration,preservation,0.5686274509803921
suburb,housing,0.5686274509803921
mycobiome,hypha,0.5686274509803921
sebum,mucin,0.5686274509803921
ceftriaxone,streptomycin,0.5686274509803921
bear,sheep,0.5686274509803921
stomach,appendix,0.5686274509803921
lactate,lactoferrin,0.5686274509803921
saccharide,starch,0.5686274509803921
impaired,undernourished,0.5686274509803921
faecalibacteria,miicrobiota,0.5686274509803921
bonobo,vole,0.5686274509803921
lobe,ear,0.5686274509803921
menstruation,luteal,0.5686274509803921
tamarin,deer mouse,0.5686274509803921
gluten-free,diet-dependent,0.5686274509803921
hippocampus,anatomy,0.5686274509803921
human-vaginal,gynecologic,0.5686274509803921
atherosclerosis,rheumatism,0.5686274509803921
transplant,anastomotic,0.5686274509803921
rat,animal,0.5686274509803921
peroxide,ethanol,0.5686274509803921
horse,bee,0.5686274509803921
hindgut,appendix,0.5686274509803921
fiber,high-fibre,0.5686274509803921
human-gut,microbiota-dependent,0.5686274509803921
xenograft,graft,0.5686274509803921
rex,leopard,0.5686274509803921
cowpea,cattle,0.5686274509803921
behcet,lupus,0.5686274509803921
maturation,regeneration,0.5686274509803921
rodentium-induced,rodent,0.5686274509803921
osteoarthritis,cancer,0.5686274509803921
ileum,gastric,0.5686274509803921
epilepsy,haemorrhagic,0.5686274509803921
fibromyalgia,melanoma,0.5686274509803921
ischemia,fibrosis,0.5686274509803921
cystitis,enterocolitis,0.5686274509803921
nematode,strongyloides,0.5686274509803921
rice,whole-grain,0.5686274509803921
psoriasis,lupus,0.5686274509803921
peritonitis,cholangitis,0.5686274509803921
dextrin,fructose,0.5686274509803921
organ,uterus,0.5686274509803921
monkey,bear,0.5686274509803921
leukemia,sclerosis,0.5686274509803921
cricket,lizard,0.5686274509803921
shrubland,semi-desert,0.5686274509803921
sciurus,woodrat,0.5686274509803921
psoriasis,allergy,0.5686274509803921
inlet,coast,0.5675675675675675
duck,sheep,0.5675675675675675
facultative anaerobe,microbiota-associated,0.5675675675675675
maltitol,carb,0.5675675675675675
gut-brain,visceral,0.5675675675675675
hookworm,strongyloides,0.5675675675675675
retriever,rabbit,0.5675675675675675
cornoil,oil,0.5675675675675675
dysbiotic,microbiota-associated,0.5675675675675675
guinea pig,squirrels,0.5675675675675675
colonoscopy,rectum,0.5675675675675675
blood-feeding,blood,0.5675675675675675
levofloxacin,cefoperazone-treated,0.5675675675675675
snake,iguana,0.5675675675675675
browning,decay,0.5675675675675675
lupus,psoriatic,0.5675675675675675
rectale,abdomen,0.5675675675675675
macaque,drosophila,0.5675675675675675
bat,cheetah,0.5675675675675675
gut-derived,diet-microbiome,0.5675675675675675
pain,wound,0.5675675675675675
toxicity,disease,0.5675675675675675
bonobo,bear,0.5675675675675675
beetle,finch,0.5675675675675675
river,headwater,0.5675675675675675
recto-anal,colon,0.5675675675675675
sparrow,sheep,0.5675675675675675
gallus,starling,0.5675675675675675
temperate,sub-tropical,0.5675675675675675
bloodstream,lymph,0.5675675675675675
lactoferrin,lactose,0.5675675675675675
infection,peritonitis,0.5675675675675675
hindgut,abdomen,0.5675675675675675
consortium,association,0.5675675675675675
cowpea,grassland,0.5675675675675675
ciprofloxacin,streptomycin,0.5675675675675675
disease,diabetogenic,0.5675675675675675
branta,beagle,0.5675675675675675
hfdhfb,hisflofv,0.5675675675675675
crohn`s,gut-liver,0.5675675675675675
antibiotic-treated,vancomycin,0.5675675675675675
pneumonia,hiv,0.5675675675675675
pain,constipation,0.5666666666666667
plant-based,plant polysaccharide,0.5666666666666667
acorn,grain,0.5666666666666667
progesterone,pregnancy,0.5666666666666667
bonobo,parrot,0.5666666666666667
menstruation,progesterone,0.5666666666666667
animal,parrot,0.5666666666666667
disease,sclerosis,0.5666666666666667
lemur,squirrels,0.5666666666666667
horse,scrofa,0.5666666666666667
gut-microbiota,intestine,0.5666666666666667
charles,jackson,0.5666666666666667
adulthood,reproductive-age,0.5666666666666667
frog,iguanas,0.5666666666666667
virus-like,fungus,0.5652173913043478
wolf,lemurs,0.5652173913043478
gut-brain,inflammatory bowel disease,0.5652173913043478
beta-lactam antibiotic,antibiotic-induced,0.5652173913043478
cecum,gizzard,0.5652173913043478
ampicilin,antibiotic-associated,0.5652173913043478
aquatic,algae,0.5652173913043478
high-sugar,diet-biological,0.5652173913043478
sows,calf,0.5652173913043478
preeclampsia,prediabetes,0.5652173913043478
immune-related,asthma,0.5652173913043478
interferon-stimulated,interferon,0.5652173913043478
gut-derived,bifidobacteria,0.5652173913043478
overgrowth,proliferation,0.5652173913043478
horse,gorilla,0.5652173913043478
rabbit,reptile,0.5652173913043478
dust,soil,0.5652173913043478
juice,fruit,0.5652173913043478
suggesting,recapitulates,0.5652173913043478
host-microbe,gut-microbiome,0.5652173913043478
synbiotics,micriobiome,0.5652173913043478
glucomannan,diet-microbiome,0.5652173913043478
pravastatin,hyperlipidemia,0.5652173913043478
manzanita,leaf,0.5652173913043478
evergreen,vegetation,0.5652173913043478
head,ear,0.5652173913043478
cat,sheep,0.5652173913043478
leukemia,blood-feeding,0.5652173913043478
prairie,highland,0.5652173913043478
flaxseed,vegetable,0.5652173913043478
miicrobiota,microbical,0.5652173913043478
marathon,athletes,0.5652173913043478
pneumonia,gastroenteritis,0.5652173913043478
antibiotics (resistance),cephalosporin-resistant,0.5652173913043478
sebum,epidermis,0.5652173913043478
rural,shrubland,0.5652173913043478
obesity,prediabetes,0.5652173913043478
duck,ham,0.5652173913043478
arsenic,toxin,0.5652173913043478
inflammatory bowel disease,enteropathogenicity,0.5652173913043478
nephropathy,cancer,0.5652173913043478
coat,coated,0.5652173913043478
obesity-related,cardiometabolic,0.5652173913043478
low fat,high-protein,0.5652173913043478
pond,reef,0.5652173913043478
lemur,bonobo,0.5652173913043478
beta-lactamase,cephalosporin-resistant,0.5652173913043478
pine,grassland,0.5652173913043478
healthspan,impairment,0.5652173913043478
tetracycline antibiotic,amoxicillin,0.5652173913043478
dairy food,lactoferrin,0.5652173913043478
malaria,antimalarial,0.5652173913043478
fly,bugs,0.5652173913043478
grass,fir,0.5652173913043478
stress-induced,depression,0.5652173913043478
lupus,diabetes mellitus,0.5652173913043478
platyrhynchos,sparrow,0.5652173913043478
lymphoma,diphtheria,0.5652173913043478
shrub,garden,0.5652173913043478
fibromyalgia,emphysema,0.5652173913043478
spondyloarthritis,lupus,0.5652173913043478
hematopoietic,cytokines,0.5652173913043478
hiv-infected,antiretroviral,0.5652173913043478
erythematosus,acne,0.5652173913043478
microbiota-mediated,host-microbe,0.5652173913043478
gems,gold,0.5652173913043478
spondyloarthritis,crohns disease,0.5652173913043478
ampicillin-treated,anti-bacterial,0.5652173913043478
microbiota-mediated,faecalibacteria,0.5652173913043478
microbiota-mediated,gut-liver,0.5652173913043478
surgery,hospital,0.5652173913043478
diphtheria,encephalitis,0.5652173913043478
krill,finch,0.5652173913043478
atherosclerotic,carcinoma,0.5652173913043478
pigeon,chicken,0.5652173913043478
societies,association,0.5652173913043478
arthritis,emphysema,0.5652173913043478
frog,deer,0.5652173913043478
koala,capuchins,0.5652173913043478
walnut,palm,0.5652173913043478
dog,guinea pig,0.5652173913043478
colitis,gastrointestinal tract,0.5652173913043478
glycans,lipocalin,0.5652173913043478
human-vaginal,mother-child,0.5652173913043478
poultry,hamster,0.5652173913043478
bambi,deer,0.5652173913043478
circadian,chronological,0.5652173913043478
sebum,human-skin,0.5636363636363636
cynomolgus,mouse,0.5636363636363636
mother,mother-child,0.5636363636363636
lake,stream,0.5636363636363636
neomycin,cipro,0.5636363636363636
faecalibacteria,mictobiota,0.5636363636363636
neoplasia,disease,0.5636363636363636
crop,harvest,0.5636363636363636
atherosclerosis,thrombosis,0.5636363636363636
saline,liquid,0.5636363636363636
dysbiotic,microbiota-triggered,0.5636363636363636
weight-loss,high-fat-diet,0.5636363636363636
immunoglobulin,immune-related,0.5636363636363636
neoplasia,leukemia,0.5636363636363636
shrub,arbor,0.5636363636363636
walnut,soy,0.5636363636363636
adult,child,0.5636363636363636
vascular,cardiovascular system,0.5636363636363636
diet-microbiome,miicrobiota,0.5636363636363636
rural-type,semi-desert,0.5636363636363636
diet,diet-microbiome,0.5636363636363636
immunoglobulins,immunity,0.5636363636363636
healthspan,healing,0.5636363636363636
high-fibre,high-carbohydrate,0.5636363636363636
peritoneum,epithelium,0.5636363636363636
koala,cheetahs,0.5636363636363636
eagle,canaries,0.5636363636363636
virus,phage,0.5636363636363636
microbia,microbiotherapy,0.5636363636363636
pneumonia,emphysema,0.5636363636363636
human-gut,microbiome-derived,0.5636363636363636
fruit,acorn,0.5636363636363636
human-gut,epithelium,0.5636363636363636
bacteriocin,streptomycin,0.5636363636363636
deer mouse,prairie,0.5636363636363636
soup,tea,0.5636363636363636
hematologic,myeloid,0.5636363636363636
gut-brain,microbiome-wide,0.5636363636363636
sarcopenia,obesity-related,0.5636363636363636
plant-based,grain,0.5636363636363636
wild,jackal,0.5625
flaxseed,cowpea,0.5625
immunoglobulins,cytokine,0.5625
strep,streptomycin,0.5625
hematopoietic,blood,0.5625
cigarettes,smoking,0.5625
pancreas,thyroid,0.5625
piglets,deer,0.5625
antibiotic-perturbed,antibiotics (resistance),0.5625
vials,container,0.5625
herpesvirus,immunologic,0.5625
prawn,sparrow,0.5625
abortion,c-section,0.5625
asthma,injury,0.5625
bangladesh,arabia,0.5609756097560976
ulcer,inflammatory bowel disease,0.5609756097560976
digestion,gastric,0.5609756097560976
dog,chicken,0.5609756097560976
organ,intestine,0.5609756097560976
tupaia,parrot,0.5609756097560976
high-protein,nutrition,0.5609756097560976
therapy,medicine,0.5609756097560976
gout,diabetogenic,0.5609756097560976
vertebrate,thorax,0.5609756097560976
carcinoma,papillomavirus,0.5609756097560976
rice,plant,0.5609756097560976
gastric,salivary,0.5609756097560976
hypertensive,hypertension,0.5609756097560976
microtus,hirundo,0.5609756097560976
flaxseed,psyllium,0.5609756097560976
pine,palm,0.5609756097560976
ventilator,hospitalised,0.5609756097560976
saccharide,fructo-oligosaccharides,0.5609756097560976
hookworm,trichuris,0.5609756097560976
wake,arriving,0.5609756097560976
grass,rural,0.5609756097560976
microbiota-induced,mycobiome,0.5609756097560976
barbarum,barbara,0.5609756097560976
fish,herbivore,0.5609756097560976
arable soil,plantation,0.5609756097560976
atherosclerosis,myocardial,0.5609756097560976
atherosclerotic,highfat,0.5609756097560976
metformin,acarbose,0.5609756097560976
babies,infant,0.5609756097560976
lupus,adrenal,0.5609756097560976
jackal,turtle,0.5609756097560976
bat,pigeon,0.5609756097560976
lemur,leopard,0.5609756097560976
cervix uteri,vaginally,0.5609756097560976
human-vaginal,endometrium,0.5609756097560976
rlbuht,hfdlfb,0.5609756097560976
boulardii,gut-microbiome,0.5609756097560976
chimp,scrofa,0.5609756097560976
inulin,dextrose,0.5609756097560976
gastritis,dermatitis,0.5609756097560976
cat,mink,0.5609756097560976
calorie-restricted,caloric,0.5609756097560976
rifampicin,amoxicillin,0.5609756097560976
vole,iguanas,0.5609756097560976
vagina,cervico,0.5609756097560976
antibiotic,antibiotic-mediated,0.5609756097560976
ventilator-associated,tracheobronchial,0.5609756097560976
coffee,yogurt,0.5609756097560976
fetus,meconium,0.5609756097560976
diet-dependent,calorie-restricted,0.5609756097560976
pea,purina,0.5609756097560976
gut-derived,microbiota-mediated,0.5609756097560976
antibiotic-perturbed,doxycycline,0.5609756097560976
deer,waterfowl,0.5609756097560976
death,suffering,0.5609756097560976
lymphoma,polycystic,0.5609756097560976
fungus-colonised,fungus,0.5609756097560976
asymptomatic,subclinical,0.5609756097560976
cheese,banana,0.5609756097560976
panax,ginger,0.5609756097560976
ceftriaxone,rifampicin,0.5609756097560976
koala,mink,0.5609756097560976
randomised,double-blind,0.5609756097560976
disease,injuries,0.5609756097560976
ampicillin,rifaximin,0.5609756097560976
chow,lard,0.5609756097560976
microbiome-dependent,commensalism,0.5609756097560976
antibiotic-perturbed,beta-lactamase,0.5609756097560976
jejunum,gastric,0.5609756097560976
deficiency,undernutrition,0.56
immunologic,autoantigen,0.56
healthspan,hormones,0.56
gynecologic,genitalia,0.56
cereal,vegetable,0.56
lemur,drosophila,0.56
grass,herb,0.56
diet,nutrition-induced,0.56
village,dwelling,0.56
cognitive,neurotransmitters,0.56
rifampicin,gentamicin,0.56
gastritis,gastro-intestine,0.56
atherosclerotic,stress-induced,0.56
rice,starch,0.56
vagina,abdomen,0.56
rheumatism,emphysema,0.56
immunopathology,immune-mediated,0.56
lysis,necrosis,0.56
bran,cowpea,0.56
epithelium,mucositis,0.56
lesion,injury,0.56
penicillin,neomycin-treated,0.56
beverage,meal,0.56
hypertension,blood,0.56
barn,acorn,0.56
asthma,immunologic,0.56
ferret,marmoset,0.56
hirundo,passerine,0.56
microbiota-induced,microbia,0.56
fish,krill,0.56
deficiency,deprivation,0.56
neonatal,full-term,0.56
myeloid,b-cell,0.56
plant-based,herb,0.56
semi-desert,grassland,0.56
brain,neurotransmitters,0.56
forest,walnut,0.56
anatomy,liver,0.56
villi,gut-microbiome,0.56
healthspan,iron-deficient,0.56
boy,cat,0.56
pea,corncob,0.56
steatosis,gastritis,0.56
obesogenic,high-fat-diet,0.56
pharynx,gastric,0.56
animal,rodent,0.56
iodine,iron-deficient,0.56
infarction,haemorrhagic,0.56
beta-lactam antibiotic,levofloxacin,0.56
soil,herb,0.56
atherogenesis,fibrosis,0.56
teat,piglets,0.56
grass,arbor,0.56
gut-derived,celiac,0.56
ampicilin,amphotericin,0.56
wolf,bat,0.56
cooking,soup,0.56
cathelicidin,lipocalin,0.56
cricket,cat,0.56
lizard,mammal,0.56
implantation,pregnancy,0.56
mid-vaginal,vaginally,0.56
organ,spleen,0.56
beverage,soup,0.56
medicine,vaccination,0.56
panda,horse,0.56
terrier,mink,0.56
hot spring,spring,0.56
microbicide,microbical,0.56
pig,scrofa,0.56
herb,conifer,0.56
domestic,housing,0.56
digestion,intestine,0.56
soil,abiotic,0.559322033898305
duck,frog,0.559322033898305
gutmicrobiota,synbiotics,0.559322033898305
hirundo,swallows,0.559322033898305
liver,uterus,0.559322033898305
arthritis,sjogren,0.559322033898305
calf,hamster,0.559322033898305
injury,fibrosis,0.559322033898305
toxicity,arsenic,0.559322033898305
osteopenia,frail,0.559322033898305
myeloid-derived,neutrophil,0.559322033898305
esophagus,gastrectomy,0.559322033898305
lymphoma,adenocarcinoma,0.559322033898305
inflammation,sepsis,0.559322033898305
fibromyalgia,diabetes mellitus,0.559322033898305
honeybee,finch,0.5555555555555556
sarracenia,lycium,0.5555555555555556
diarrhoea-predominant,nondiarrhoeic,0.5555555555555556
manzanita,prairie,0.5555555555555556
lake,bog,0.5555555555555556
endotoxemia,uropathogenicity,0.5555555555555556
cecum,lumen,0.5555555555555556
cat,gorilla,0.5555555555555556
ulcer,periodontitis,0.5555555555555556
forest,cranes,0.5555555555555556
gastritis,tuberculosis,0.5555555555555556
epithelium,lumen,0.5555555555555556
cheetahs,horse,0.5555555555555556
provincial,rural,0.5555555555555556
steatosis,diabetogenic,0.5555555555555556
gastritis,urogenital tract,0.5555555555555556
immune-related,innate,0.5555555555555556
lavage,mitigates,0.5555555555555556
microbia,micriobiome,0.5555555555555556
manure,rumen,0.5555555555555556
sludge,slurry,0.5555555555555556
waste,sludge,0.5555555555555556
fibromyalgia,menopause,0.5555555555555556
oil palm,oleifera,0.5555555555555556
immunologic,immuno,0.5555555555555556
adenoma,appendix,0.5555555555555556
pod,podarcis,0.5555555555555556
disrupts,aggravates,0.5555555555555556
rat,rhesus,0.5555555555555556
hepatosteatosis,hyperlipidemia,0.5555555555555556
microbia,microbical,0.5555555555555556
seed,garden,0.5555555555555556
jackal,vole,0.5555555555555556
carotid,atherosclerosis,0.5555555555555556
manganese,iodine,0.5555555555555556
genitalia,puberty,0.5555555555555556
ampicillin,cephalosporin-resistant,0.5555555555555556
high fat diet,high-sucrose,0.5555555555555556
villi,villin,0.5555555555555556
pain,deprivation,0.5555555555555556
gallbladder,cholangitis,0.5555555555555556
paraparesis,encephalomyelitis,0.5555555555555556
levofloxacin,fidaxomicin,0.5555555555555556
undertook,sacrificed,0.5555555555555556
antimicrobial,infection,0.5555555555555556
monkey,sparrow,0.5555555555555556
prader-willi,alzheimer,0.5555555555555556
lizard,horse,0.5555555555555556
skin,gingiva,0.5555555555555556
paraparesis,stroke,0.5555555555555556
grass,garden,0.5555555555555556
skin,lymph,0.5555555555555556
psoriasis,cystic fibrosis,0.5555555555555556
tree,garden,0.5555555555555556
lizard,fish,0.5555555555555556
beta-lactamase,cephalosporin,0.5555555555555556
recto,volvulus,0.5555555555555556
daisy,bee,0.5555555555555556
disease,hiv,0.5555555555555556
embryo,uterus,0.5555555555555556
pups,toddlers,0.5555555555555556
vineyard,wine,0.5555555555555556
medicine,immunotherapy,0.5555555555555556
medicine,drugs,0.5555555555555556
reproductive-age,ovarian,0.5555555555555556
arid,prairie,0.5555555555555556
birth,full-term,0.5555555555555556
plantaricin,plantarum,0.5555555555555556
cynomolgus,sprague-dawley,0.5555555555555556
arabia,gulf,0.5555555555555556
oil spill,marine sediment,0.5555555555555556
goat,scrofa,0.5555555555555556
fructose,lactulose,0.5555555555555556
monkey,iguanas,0.5555555555555556
stomach,intestianl,0.5555555555555556
garden,compost,0.5555555555555556
hepatitis,infarction,0.5555555555555556
midgut,villi,0.5555555555555556
gerbil,bat,0.5555555555555556
graft-versus-host,xenograft,0.5555555555555556
bird,chicken,0.5555555555555556
wheat,germanica,0.5555555555555556
shrubland,vineyard,0.5555555555555556
crohns disease,gut-liver,0.5555555555555556
wheat,seed,0.5555555555555556
salmo,stickleback,0.5555555555555556
joey,lemurs,0.5555555555555556
cytokines,immune-mediated,0.5555555555555556
cefoperazone,carbapenemase,0.5555555555555556
urogenital tract,intestine,0.5555555555555556
beetle,reptile,0.5555555555555556
cps,fcc,0.5555555555555556
turtle,cat,0.5555555555555556
wheat,dairy food,0.5555555555555556
gastroesophageal,duodenum,0.5555555555555556
disease,neuropathy,0.5555555555555556
animal,piglets,0.5555555555555556
lupus,hiv,0.5555555555555556
hematopoietic,immune-related,0.5555555555555556
dorsum,thorax,0.5555555555555556
shin,arm,0.5555555555555556
plant,berry,0.5555555555555556
cytotoxicity,cancer,0.5555555555555556
larva,termite,0.5555555555555556
dairy food,high-fibre,0.5555555555555556
atherosclerosis,inflammation,0.5555555555555556
hepatitis,infection,0.5555555555555556
ampicillin-treated,antibiotic-induced,0.5555555555555556
microbiota-liver,microbiome-wide,0.5555555555555556
medium-chain,ketone,0.5555555555555556
fetus,prenatal,0.5555555555555556
gerbil,vertebrate,0.5555555555555556
krill,bivalve,0.5555555555555556
cebus,ochotona,0.5555555555555556
irrespective,definitive,0.5555555555555556
hippocampus,cognitive,0.5555555555555556
arthritis,injury,0.5555555555555556
bone,spleen,0.5555555555555556
lemurs,mammal,0.5555555555555556
vegetation,prairie,0.5555555555555556
herbivore,cattle,0.5555555555555556
inflammatory bowel disease,inflammation,0.5555555555555556
vascular,capillary,0.5555555555555556
inflammatory bowel disease,steatohepatitis,0.5555555555555556
high-fibre,diet-biological,0.5555555555555556
gout,disease,0.5555555555555556
newborns,weanling,0.5555555555555556
agricultural,crop,0.5555555555555556
immunopathology,tuberculosis,0.5555555555555556
alzheimer,lupus,0.5555555555555556
neomycin-treated,metronidazole-treated,0.5555555555555556
antrum,gastric,0.5555555555555556
pine,orchard,0.5555555555555556
antibiotic-treated,ampicillin,0.5555555555555556
diphtheria,influenza,0.5555555555555556
landrace,cattle,0.5555555555555556
platelet-dependent,iga-dependent,0.5555555555555556
antibiotic-treated,gentamicin,0.5555555555555556
rice,food,0.5555555555555556
prenatal,mother-child,0.5555555555555556
rural,arid,0.5555555555555556
moringa,honeybush,0.5555555555555556
microbiota-mediated,mycorrhiza,0.5555555555555556
adolescents,child,0.5555555555555556
symptom,suffering,0.5555555555555556
gizzard,foregut,0.5555555555555556
antibiotic-driven,antibiotic (resistance),0.5555555555555556
cat,hamster,0.5555555555555556
mycobiome,microbia,0.5555555555555556
perturb,perturbation,0.5555555555555556
ibdmdb,rlbuht,0.5555555555555556
panda,bambi,0.5555555555555556
virus-induced,polyomavirus,0.5555555555555556
liver,intestine,0.5555555555555556
mushroom,herb,0.5555555555555556
herpesvirus,urogenital,0.5555555555555556
pneumonia,infection,0.5555555555555556
horse,farm,0.5555555555555556
vole,goat,0.5555555555555556
impaired,arthritis,0.5555555555555556
orchard,vegetation,0.5522388059701493
osteoarthritis,anorexia nervosa,0.5522388059701493
diarrhoea-predominant,gastroesophageal,0.5522388059701493
insectivore,vertebrate,0.5522388059701493
dermatitis,arthritis,0.5522388059701493
gerbil,pet,0.5517241379310345
hiv,arthritis,0.5517241379310345
evergreen,manzanita,0.5517241379310345
prenatal,birth,0.5517241379310345
cellulose,starch,0.5517241379310345
rural,highland,0.5517241379310345
woodrat,terrier,0.5517241379310345
dysbiotic,dysbiosis-induced,0.5517241379310345
steatohepatitis,gut-liver,0.5517241379310345
cynomolgus,capuchins,0.5517241379310345
inflammation,immunodeficiency,0.5517241379310345
glucosamine,vitamin,0.5517241379310345
peritonitis,enteritis,0.5517241379310345
amylolysis,hydrolysis,0.5517241379310345
human-gut,microbiota-triggered,0.5517241379310345
walnut,honeybush,0.5517241379310345
tilapia,fish-associated,0.5517241379310345
horse,vole,0.5517241379310345
tanzania,kuwait,0.5517241379310345
gut-brain,stomach,0.5517241379310345
healthspan,cardiovascular system,0.5517241379310345
inflammation,rheumatism,0.5517241379310345
flaxseed,oleifera,0.5510204081632653
hippocampus,posterior fornix,0.5510204081632653
fidaxomicin,cephalosporin-resistant,0.5510204081632653
healthspan,obesity,0.5510204081632653
mammal,squirrels,0.5510204081632653
roux,decoction,0.5510204081632653
recto-anal,cervico-vaginal,0.5510204081632653
sows,horse,0.5510204081632653
platelets,hematopoietic,0.5510204081632653
gerbil,piglets,0.5510204081632653
acne,caries,0.5510204081632653
axolotl,tamarin,0.5510204081632653
estradiol,hormones,0.5510204081632653
saccharide,sweeteners,0.5510204081632653
immunization,immune-mediated,0.5510204081632653
colitis,gut-microbiome,0.5510204081632653
herbivore,deer,0.5510204081632653
phylosymbiosis,microbiome-based,0.5510204081632653
internal,organ,0.5510204081632653
meat,chicken,0.5510204081632653
preeclampsia,parkinsons,0.5510204081632653
guinea pig,herbivore,0.5510204081632653
atherogenesis,carcinogenesis,0.5510204081632653
osteopenia,calcium,0.5510204081632653
healthspan,elderly,0.5510204081632653
human-vaginal,human,0.5510204081632653
frog,finch,0.5510204081632653
rabbit,chicken,0.5510204081632653
mucosa,urogenital,0.5510204081632653
neomycin-treated,streptomycin,0.5510204081632653
fruit,bran,0.5510204081632653
shrubland,arbor,0.5510204081632653
puppies,piglets,0.5510204081632653
cat,deer,0.5510204081632653
alzheimer,brain,0.5510204081632653
fundus,jejunum,0.5510204081632653
sciurus,oryctolagus,0.5510204081632653
oleate,caproate,0.5510204081632653
food,diet-biological,0.5510204081632653
cytokine,immunodeficiency,0.5510204081632653
bird,nest,0.5510204081632653
myeloid,cytokines,0.5510204081632653
adult,middle-aged,0.5510204081632653
rapeseed,grassland,0.5510204081632653
panda,iguanas,0.5510204081632653
wood,earth,0.5510204081632653
infection,injury,0.5510204081632653
carnivore,rodent,0.5510204081632653
spondylitis,psoriatic,0.5510204081632653
maltitol,fructo,0.5510204081632653
necrosis,haemorrhagic,0.5510204081632653
pain,sensitivity,0.5510204081632653
gallbladder,duodenum,0.5510204081632653
deer mouse,animal-associated,0.5510204081632653
waste water,oil spill,0.5510204081632653
penicillin,streptomycin,0.5510204081632653
disease,immunocompromised,0.5510204081632653
virus,disease,0.5510204081632653
domestic,husbandry,0.5510204081632653
deep sea,krill,0.5510204081632653
rodent,cuniculus,0.5510204081632653
lipoprotein,lipocalin,0.5510204081632653
poultry,calf,0.5510204081632653
wolf,microtus,0.5510204081632653
gondii,chagas,0.5510204081632653
corncob,cowpea,0.5510204081632653
dextrin,polysaccharide,0.5510204081632653
parrot,chicken,0.5510204081632653
indigenous,hunter-gatherer,0.5510204081632653
mycobiota,virome,0.5510204081632653
child,female,0.5510204081632653
gastrointestinal tract,colorectal,0.5510204081632653
digestion,gastrointestinal tract,0.55
necrosis,thrombosis,0.55
bat,pup,0.55
animal-associated,cuniculus,0.55
virus-induced,pathogenicity,0.55
penicillin,cephalosporin-resistant,0.55
food,starch,0.55
antibiotic,metronidazole-treated,0.55
lemur,sheep,0.55
bonobo,bat,0.55
tetracycline antibiotic,chlortetracyclinen,0.55
hamster,sheep,0.55
asthma,haemorrhagic,0.55
brain,epilepsy,0.55
uterus,urinary system,0.55
esophagus,anus,0.55
ferret,beagle,0.55
neomycin-treated,amoxicillin,0.55
diet,macronutrient,0.55
mortem,biopsy,0.55
wheat,food,0.55
jackal,beetle,0.55
metronidazole,cephalosporin,0.55
monkey,bird,0.55
antibiotic,vancomycin,0.55
lupus,malignancy,0.55
ceftazidime,cephalosporin-resistant,0.55
rectum,pharynx,0.55
gynecologic,ovary,0.55
lipopolysaccharide,inflammasome,0.55
antibiotic-perturbed,chemotherapy-induced,0.55
host-microbiota,microbiota-liver,0.55
rural,midwest,0.55
carbapenemase-producing,ceftazidime,0.55
ham,tuna,0.55
primate,vole,0.55
vertebrate,waterfowl,0.55
vegan,herbivore,0.55
bambi,lemurs,0.55
migraine,symptom,0.55
antibiotic (resistance),gentamicin,0.55
wolf,starling,0.55
plant polysaccharide,exopolysaccharide,0.55
streptomycin-treated,strepto,0.55
duct,trachea,0.55
stress-induced,atherogenesis,0.55
hindgut,gastro-intestine,0.55
wistar-kyoto,beagle,0.55
wound,healing,0.55
dentition,cavity,0.55
prader-willi,autism,0.55
labrador,cattle,0.55
allergy,injury,0.55
cooperation,team,0.55
ectoparasites,giardia,0.55
mucosa,ileum,0.55
pepo,pericarp,0.5483870967741935
arbor,angiosperm,0.5483870967741935
osteoporosis,cirrhosis,0.5483870967741935
hereditary,intergenerational,0.5483870967741935
recto,dorsum,0.5483870967741935
mom,woman,0.5483870967741935
melanoma,malignant,0.5483870967741935
infection,herpesvirus,0.5483870967741935
aorta,appendix,0.5483870967741935
hyperuricemia,pancreatitis,0.5483870967741935
anterior,dorsum,0.5483870967741935
rat,deer,0.5483870967741935
radionuclide,radioactivity,0.5483870967741935
metegenome,archaeome,0.5483870967741935
fructans,carbohydrate,0.5483870967741935
forest,evergreen,0.5483870967741935
cecum,intestine,0.5471698113207547
chemotaxis,cytokine,0.5471698113207547
glycemia,osteopenia,0.5471698113207547
menopause,iron-deficient,0.5471698113207547
microtus,mammal,0.5471698113207547
disease,impairment,0.5471698113207547
carb,saccharide,0.5471698113207547
crop,orchard,0.5471698113207547
antibiotic,amoxicillin,0.5471698113207547
